UpdatedAt,Country,CountryCode,State,StateCode,City,CityID,Latitude,Longitude,WeatherCondition,WeatherDescription,WeatherCode,Temperature,FeelsLike,TempMin,TempMax,Pressure,Humidity,SeaLevel,GroundLevel,WindSpeed,WindDirection,WindGust,CloudCoverage,Visibility,AQI,CO,NO,NO2,O3,SO2,PM25,PM10,NH3,CreatedAt,Source,Date,AQI_Category
2025-01-15 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,13.79,12.85,13,29,1009,44,1009,990,4.61,155,5.9,5,6019,133,666.05,7.05,20.14,69.13,2.12,74.48,101.29,3.47,2025-01-15 12:00:00,OpenWeather,2025-01-15,Moderate
2025-01-16 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,23.78,25.44,13,29,1006,48,1004,1008,3.29,63,7.76,12,9229,124,545.09,18.14,39.71,49.78,7.31,53.32,74.11,7.13,2025-01-16 12:00:00,OpenWeather,2025-01-16,Moderate
2025-01-17 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,19.48,20.17,13,29,1020,41,1007,1014,7.28,5,2.09,4,6514,146,965.29,8.21,24.53,67.78,20.18,62.78,83.5,4.22,2025-01-17 12:00:00,OpenWeather,2025-01-17,Moderate
2025-01-18 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,24.0,23.23,13,29,1019,53,1005,1005,2.83,81,10.27,0,4904,141,1435.19,14.17,32.46,61.9,10.92,59.22,88.83,5.32,2025-01-18 12:00:00,OpenWeather,2025-01-18,Moderate
2025-01-19 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,25.25,26.99,13,29,1017,57,1007,996,5.79,327,11.21,10,6002,105,901.18,14.9,52.34,54.69,22.72,43.05,52.09,3.39,2025-01-19 12:00:00,OpenWeather,2025-01-19,Moderate
2025-01-20 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,15.43,16.99,13,29,1023,39,1011,1009,2.84,2,4.88,12,7119,86,634.93,11.56,33.45,54.19,11.33,41.28,56.97,4.43,2025-01-20 12:00:00,OpenWeather,2025-01-20,Satisfactory
2025-01-21 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,20.96,22.4,13,29,1021,43,1019,992,2.63,273,11.79,10,4671,171,786.04,12.72,41.21,40.25,14.93,100.89,131.16,2.14,2025-01-21 12:00:00,OpenWeather,2025-01-21,Moderate
2025-01-22 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,14.54,13.77,13,29,1000,52,1014,998,1.14,339,4.3,8,9969,151,456.29,14.85,9.18,33.73,10.82,75.5,95.13,3.69,2025-01-22 12:00:00,OpenWeather,2025-01-22,Moderate
2025-01-23 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,15.65,15.45,13,29,1005,37,1020,1007,3.72,338,6.6,5,9373,138,1153.23,4.24,36.62,49.68,26.52,75.9,97.91,3.52,2025-01-23 12:00:00,OpenWeather,2025-01-23,Moderate
2025-01-24 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,23.54,23.55,13,29,1006,59,1015,1000,1.22,123,9.35,4,5095,152,349.87,1.92,10.71,69.05,29.79,72.96,88.28,11.92,2025-01-24 12:00:00,OpenWeather,2025-01-24,Moderate
2025-01-25 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,27.79,26.39,13,29,995,48,1009,997,2.48,303,2.67,0,7860,173,1125.71,9.74,48.59,68.74,23.41,91.69,123.78,3.55,2025-01-25 12:00:00,OpenWeather,2025-01-25,Moderate
2025-01-26 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,26.4,27.51,13,29,1018,35,1001,996,1.6,341,9.87,4,5805,143,309.15,9.77,32.31,57.57,17.02,81.51,114.93,4.84,2025-01-26 12:00:00,OpenWeather,2025-01-26,Moderate
2025-01-27 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,20.7,20.45,13,29,1011,41,1010,993,3.25,103,2.39,14,5550,138,252.74,3.13,59.42,27.53,20.14,67.62,102.78,4.75,2025-01-27 12:00:00,OpenWeather,2025-01-27,Moderate
2025-01-28 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,28.52,27.02,13,29,1012,41,1003,990,7.87,206,8.96,11,4371,180,1041.32,1.19,5.6,75.23,15.48,99.0,130.68,10.45,2025-01-28 12:00:00,OpenWeather,2025-01-28,Moderate
2025-01-29 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,27.78,29.44,13,29,1008,49,1019,1000,3.96,170,2.16,4,5326,172,486.66,9.53,5.05,55.21,2.52,101.48,126.85,10.49,2025-01-29 12:00:00,OpenWeather,2025-01-29,Moderate
2025-01-30 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,14.94,15.76,13,29,1018,58,1002,1007,0.81,173,6.95,3,9553,75,841.9,6.56,15.76,74.17,3.74,32.25,50.31,14.08,2025-01-30 12:00:00,OpenWeather,2025-01-30,Satisfactory
2025-01-31 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,23.32,23.8,13,29,1023,37,1016,991,2.25,346,8.25,11,9124,114,524.1,13.38,59.27,10.66,26.37,47.88,70.38,5.27,2025-01-31 12:00:00,OpenWeather,2025-01-31,Moderate
2025-02-01 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,28.14,26.42,16,32,1011,50,1020,1011,6.34,85,2.88,13,5555,110,556.59,12.15,25.09,12.75,14.31,66.0,94.38,14.82,2025-02-01 12:00:00,OpenWeather,2025-02-01,Moderate
2025-02-02 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,19.52,17.94,16,32,1022,43,1015,1001,2.43,267,4.55,10,7286,98,1381.94,7.72,31.26,55.36,27.7,57.82,74.01,14.35,2025-02-02 12:00:00,OpenWeather,2025-02-02,Satisfactory
2025-02-03 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,19.11,20.68,16,32,1012,38,1004,1007,6.37,227,7.06,1,6055,160,439.34,14.89,19.58,53.71,2.57,73.6,102.3,14.12,2025-02-03 12:00:00,OpenWeather,2025-02-03,Moderate
2025-02-04 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,25.1,24.05,16,32,1022,50,1005,1004,6.34,234,1.78,9,5977,107,1030.67,0.61,54.47,39.04,14.97,51.36,62.15,9.63,2025-02-04 12:00:00,OpenWeather,2025-02-04,Moderate
2025-02-05 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,24.18,22.25,16,32,1024,47,1012,995,5.86,108,5.59,10,6799,166,817.39,12.72,8.35,18.04,26.27,91.3,144.25,13.97,2025-02-05 12:00:00,OpenWeather,2025-02-05,Moderate
2025-02-06 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,25.6,24.65,16,32,1022,51,1010,1010,1.97,229,7.42,4,7711,129,487.03,8.79,20.15,25.93,5.92,65.79,80.92,12.01,2025-02-06 12:00:00,OpenWeather,2025-02-06,Moderate
2025-02-07 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,29.32,28.1,16,32,998,38,1007,992,3.12,198,3.92,0,5562,79,399.47,5.25,55.26,44.74,21.45,37.13,59.04,7.57,2025-02-07 12:00:00,OpenWeather,2025-02-07,Satisfactory
2025-02-08 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,18.08,16.31,16,32,1022,45,1006,997,2.9,37,10.37,14,8266,155,1352.53,7.04,38.08,21.35,29.25,62.0,93.0,4.74,2025-02-08 12:00:00,OpenWeather,2025-02-08,Moderate
2025-02-09 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,23.93,25.22,16,32,1004,43,1017,1011,0.74,48,8.46,6,9673,90,1375.74,4.69,27.84,52.12,5.19,45.9,62.88,11.24,2025-02-09 12:00:00,OpenWeather,2025-02-09,Satisfactory
2025-02-10 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,20.95,19.82,16,32,1013,44,1013,999,4.73,284,5.93,2,5613,154,1386.9,4.1,21.49,50.82,18.12,83.16,109.77,4.16,2025-02-10 12:00:00,OpenWeather,2025-02-10,Moderate
2025-02-11 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,27.76,28.35,16,32,1020,46,1003,1009,7.82,287,7.25,6,6981,151,1288.34,7.64,42.73,21.02,3.73,84.56,116.69,4.19,2025-02-11 12:00:00,OpenWeather,2025-02-11,Moderate
2025-02-12 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,16.22,16.9,16,32,1014,37,1014,992,5.55,113,6.52,7,9802,126,954.69,5.67,9.93,24.78,4.46,63.0,100.8,2.58,2025-02-12 12:00:00,OpenWeather,2025-02-12,Moderate
2025-02-13 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,25.89,24.76,16,32,1001,43,1010,1002,3.16,169,2.49,1,8049,157,1448.61,9.13,53.94,57.52,25.9,78.5,115.39,3.08,2025-02-13 12:00:00,OpenWeather,2025-02-13,Moderate
2025-02-14 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,19.9,21.49,16,32,1004,52,1016,992,3.84,44,2.05,10,9985,97,1474.7,17.71,20.75,53.06,20.94,53.35,78.96,14.79,2025-02-14 12:00:00,OpenWeather,2025-02-14,Satisfactory
2025-02-15 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,18.53,19.54,16,32,1009,52,1016,992,1.76,49,11.57,5,7390,124,631.09,6.11,56.16,25.4,18.37,73.16,111.93,7.6,2025-02-15 12:00:00,OpenWeather,2025-02-15,Moderate
2025-02-16 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,16.39,14.68,16,32,1022,39,1019,1010,1.57,76,1.22,7,5134,78,528.69,0.73,14.38,76.73,8.71,34.32,52.51,11.06,2025-02-16 12:00:00,OpenWeather,2025-02-16,Satisfactory
2025-02-17 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,25.47,24.09,16,32,999,40,1013,1005,3.84,21,5.4,3,5203,111,1293.5,6.84,20.11,65.88,4.47,46.62,69.93,9.7,2025-02-17 12:00:00,OpenWeather,2025-02-17,Moderate
2025-02-18 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,27.01,25.35,16,32,1012,42,1002,1013,4.76,159,11.29,3,5585,159,224.29,4.3,23.0,40.33,27.74,69.96,101.44,13.54,2025-02-18 12:00:00,OpenWeather,2025-02-18,Moderate
2025-02-19 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,20.14,19.03,16,32,1023,36,1019,1004,7.57,316,4.34,3,5355,125,1329.74,9.78,42.36,22.79,27.19,51.25,72.26,13.73,2025-02-19 12:00:00,OpenWeather,2025-02-19,Moderate
2025-02-20 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,25.52,24.18,16,32,997,31,1006,992,7.96,281,8.96,11,9606,153,706.5,18.52,5.31,34.18,22.73,78.03,120.95,10.11,2025-02-20 12:00:00,OpenWeather,2025-02-20,Moderate
2025-02-21 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,22.86,23.64,16,32,1018,32,1017,1011,4.0,208,9.89,12,4211,161,615.44,2.74,22.77,50.08,5.79,83.72,107.16,3.59,2025-02-21 12:00:00,OpenWeather,2025-02-21,Moderate
2025-02-22 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,19.79,20.75,16,32,1006,50,1019,1009,6.2,4,7.08,11,7532,112,1106.65,5.56,10.93,41.78,8.99,67.2,101.47,10.82,2025-02-22 12:00:00,OpenWeather,2025-02-22,Moderate
2025-02-23 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,19.28,18.46,16,32,1022,46,1019,997,4.65,150,6.1,11,6194,100,1280.24,18.21,25.1,43.77,4.5,44.0,58.96,7.51,2025-02-23 12:00:00,OpenWeather,2025-02-23,Satisfactory
2025-02-24 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,22.64,22.68,16,32,1024,42,1001,1011,3.19,113,9.53,4,7308,138,1007.97,3.29,59.88,15.73,12.67,77.28,107.42,10.89,2025-02-24 12:00:00,OpenWeather,2025-02-24,Moderate
2025-02-25 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,17.46,18.51,16,32,1019,35,1005,1003,1.31,305,1.33,8,9732,169,1382.73,16.87,36.33,22.88,29.08,99.71,153.55,13.95,2025-02-25 12:00:00,OpenWeather,2025-02-25,Moderate
2025-02-26 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,27.77,26.96,16,32,997,41,1015,997,3.31,198,4.55,14,6411,123,707.27,1.81,29.84,23.29,3.42,59.04,92.69,12.03,2025-02-26 12:00:00,OpenWeather,2025-02-26,Moderate
2025-02-27 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,17.38,17.99,16,32,1025,32,1002,1010,3.89,324,8.26,6,6669,95,346.13,18.21,24.33,72.92,10.9,48.45,67.35,3.11,2025-02-27 12:00:00,OpenWeather,2025-02-27,Satisfactory
2025-02-28 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,22.3,24.24,16,32,1001,49,1006,1003,1.11,246,8.36,6,8135,116,971.73,13.48,36.97,60.75,15.17,58.0,85.26,2.72,2025-02-28 12:00:00,OpenWeather,2025-02-28,Moderate
2025-03-01 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,29.05,28.8,21,37,1025,30,1007,1010,3.11,265,4.52,6,7762,97,255.24,10.64,26.0,59.15,3.88,55.29,83.49,4.27,2025-03-01 12:00:00,OpenWeather,2025-03-01,Satisfactory
2025-03-02 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,24.33,25.27,21,37,1009,26,1013,996,4.53,283,9.85,11,5065,105,1370.25,9.72,6.39,13.19,5.96,53.55,80.32,12.06,2025-03-02 12:00:00,OpenWeather,2025-03-02,Moderate
2025-03-03 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,33.87,33.42,21,37,1009,39,1000,991,3.6,264,1.4,6,8051,151,373.51,2.22,48.34,62.7,5.0,89.09,127.4,12.76,2025-03-03 12:00:00,OpenWeather,2025-03-03,Moderate
2025-03-04 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,21.84,20.37,21,37,1007,40,1001,992,0.86,342,7.51,4,5974,100,1305.08,9.27,52.16,77.52,29.68,56.0,86.8,2.98,2025-03-04 12:00:00,OpenWeather,2025-03-04,Satisfactory
2025-03-05 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,31.3,32.01,21,37,1017,36,1016,1009,5.49,194,5.32,11,4866,187,849.15,17.64,41.67,53.71,20.41,80.41,114.99,4.06,2025-03-05 12:00:00,OpenWeather,2025-03-05,Moderate
2025-03-06 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,32.1,30.11,21,37,1010,43,1005,1005,5.96,259,6.46,7,4208,119,1352.32,6.09,28.13,45.81,4.04,65.45,100.14,1.01,2025-03-06 12:00:00,OpenWeather,2025-03-06,Moderate
2025-03-07 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,35.61,36.24,21,37,1000,41,1001,1004,6.44,343,2.74,14,7880,124,294.0,17.66,38.97,67.96,7.92,63.24,80.31,12.65,2025-03-07 12:00:00,OpenWeather,2025-03-07,Moderate
2025-03-08 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Rain,light rain,500,32.28,30.33,21,37,1011,42,1011,1000,5.65,178,4.83,62,9413,102,244.09,11.14,37.42,51.74,26.85,53.04,79.56,3.34,2025-03-08 12:00:00,OpenWeather,2025-03-08,Moderate
2025-03-09 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clouds,few clouds,801,34.6,34.98,21,37,996,32,1003,1008,6.93,183,8.36,79,6230,138,1148.01,10.09,38.35,64.17,23.52,64.86,83.02,4.42,2025-03-09 12:00:00,OpenWeather,2025-03-09,Moderate
2025-03-10 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,31.28,32.71,21,37,999,34,1001,994,7.14,323,11.39,12,5918,146,316.55,16.82,28.4,47.41,26.26,80.3,110.81,11.79,2025-03-10 12:00:00,OpenWeather,2025-03-10,Moderate
2025-03-11 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clouds,few clouds,801,28.59,26.85,21,37,1013,47,1011,1006,1.32,341,3.05,72,6248,179,539.37,0.01,49.96,29.69,28.96,75.18,95.48,1.02,2025-03-11 12:00:00,OpenWeather,2025-03-11,Moderate
2025-03-12 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clouds,few clouds,801,28.61,28.84,21,37,1004,30,1008,1008,7.57,341,7.94,63,4679,163,271.64,3.47,12.21,30.69,14.91,83.13,121.37,11.38,2025-03-12 12:00:00,OpenWeather,2025-03-12,Moderate
2025-03-13 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,32.36,32.66,21,37,1011,45,1020,1004,4.78,177,3.48,4,8151,165,680.53,17.41,44.35,27.94,18.8,72.6,101.64,6.46,2025-03-13 12:00:00,OpenWeather,2025-03-13,Moderate
2025-03-14 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,34.16,32.31,21,37,1000,50,1013,1004,1.65,218,1.41,12,7620,101,1086.33,19.9,34.01,66.29,3.88,58.58,70.88,14.46,2025-03-14 12:00:00,OpenWeather,2025-03-14,Moderate
2025-03-15 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clouds,few clouds,801,24.52,25.12,21,37,1020,42,1000,1007,7.06,231,10.55,24,9107,127,929.97,3.23,37.22,79.09,17.61,53.34,78.41,5.04,2025-03-15 12:00:00,OpenWeather,2025-03-15,Moderate
2025-03-16 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,23.06,23.4,21,37,1014,29,1013,1008,5.47,288,2.89,8,5340,155,347.87,1.49,41.13,67.06,27.15,86.8,132.8,11.85,2025-03-16 12:00:00,OpenWeather,2025-03-16,Moderate
2025-03-17 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clouds,few clouds,801,31.97,32.41,21,37,997,42,1001,999,4.9,116,7.73,82,5527,126,318.74,12.39,22.1,36.1,10.1,57.96,89.26,14.44,2025-03-17 12:00:00,OpenWeather,2025-03-17,Moderate
2025-03-18 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clouds,few clouds,801,27.66,26.31,21,37,1016,37,1009,993,2.28,138,4.64,70,8407,152,1474.69,10.07,13.92,58.89,4.79,74.48,93.1,11.66,2025-03-18 12:00:00,OpenWeather,2025-03-18,Moderate
2025-03-19 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,34.42,32.58,21,37,1021,50,1002,991,2.81,289,11.26,13,8921,163,311.76,4.6,20.45,42.76,29.03,73.35,115.16,1.21,2025-03-19 12:00:00,OpenWeather,2025-03-19,Moderate
2025-03-20 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clouds,few clouds,801,22.75,22.38,21,37,1002,34,1015,1007,3.69,244,11.31,85,4153,114,542.27,17.48,40.73,78.12,6.48,61.56,79.41,4.58,2025-03-20 12:00:00,OpenWeather,2025-03-20,Moderate
2025-03-21 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,22.52,20.97,21,37,999,35,1009,1012,5.44,307,1.62,1,9738,92,886.89,6.59,23.81,31.05,20.98,41.4,59.2,1.56,2025-03-21 12:00:00,OpenWeather,2025-03-21,Satisfactory
2025-03-22 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clear,clear sky,800,32.61,31.49,21,37,1015,38,1007,1000,5.18,318,8.81,13,5435,112,337.95,12.73,31.67,31.96,2.38,49.28,72.93,13.76,2025-03-22 12:00:00,OpenWeather,2025-03-22,Moderate
2025-03-23 12:00:00,India,IN,Gujarat,GJ,Ahmedabad,1279233,23.0225,72.5714,Clouds,few clouds,801,30.21,31.38,21,37,1010,45,1016,990,7.96,240,10.99,79,8921,167,1357.49,18.4,18.34,29.34,21.47,90.18,128.96,3.1,2025-03-23 12:00:00,OpenWeather,2025-03-23,Moderate
